record_date,bank_id,bank_name,city,state,latitude,longitude,blood_group,inventory_units,storage_capacity_units,donations_received,requests_received,units_expired,emergency_event_flag,data_origin,generation_seed,inventory_ratio,day_of_week,month
2025-05-20,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A+,125,143,26,19,0,1,SYNTHETIC_DATA_SET,42,0.8741258741258742,1,5
2025-05-21,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A+,138,143,21,7,1,0,SYNTHETIC_DATA_SET,42,0.965034965034965,2,5
2025-05-22,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A+,143,143,31,7,0,0,SYNTHETIC_DATA_SET,42,1.0,3,5
2025-05-23,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A+,143,143,21,21,0,0,SYNTHETIC_DATA_SET,42,1.0,4,5
2025-05-24,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A+,139,143,14,14,4,0,SYNTHETIC_DATA_SET,42,0.972027972027972,5,5
2025-05-25,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A+,125,143,8,22,0,0,SYNTHETIC_DATA_SET,42,0.8741258741258742,6,5
2025-05-26,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A+,129,143,19,15,0,0,SYNTHETIC_DATA_SET,42,0.9020979020979021,0,5
2025-05-27,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A+,143,143,34,17,3,0,SYNTHETIC_DATA_SET,42,1.0,1,5
2025-05-28,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A+,143,143,23,10,2,0,SYNTHETIC_DATA_SET,42,1.0,2,5
2025-05-29,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A+,143,143,24,10,1,0,SYNTHETIC_DATA_SET,42,1.0,3,5
2025-05-30,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A+,141,143,20,19,3,0,SYNTHETIC_DATA_SET,42,0.986013986013986,4,5
2025-05-31,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A+,143,143,14,12,0,0,SYNTHETIC_DATA_SET,42,1.0,5,5
2025-06-01,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A+,143,143,20,10,1,0,SYNTHETIC_DATA_SET,42,1.0,6,6
2025-06-02,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A+,132,143,16,26,1,0,SYNTHETIC_DATA_SET,42,0.9230769230769231,0,6
2025-06-03,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A+,138,143,25,19,0,0,SYNTHETIC_DATA_SET,42,0.965034965034965,1,6
2025-06-04,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A+,143,143,28,16,3,0,SYNTHETIC_DATA_SET,42,1.0,2,6
2025-06-05,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A+,143,143,35,12,1,0,SYNTHETIC_DATA_SET,42,1.0,3,6
2025-06-06,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A+,143,143,36,34,1,1,SYNTHETIC_DATA_SET,42,1.0,4,6
2025-06-07,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A+,139,143,22,22,4,0,SYNTHETIC_DATA_SET,42,0.972027972027972,5,6
2025-06-08,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A+,135,143,12,16,0,0,SYNTHETIC_DATA_SET,42,0.9440559440559441,6,6
2025-06-09,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A+,143,143,34,20,2,0,SYNTHETIC_DATA_SET,42,1.0,0,6
2025-06-10,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A+,141,143,16,16,2,0,SYNTHETIC_DATA_SET,42,0.986013986013986,1,6
2025-06-11,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A+,143,143,17,14,0,0,SYNTHETIC_DATA_SET,42,1.0,2,6
2025-06-12,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A+,143,143,20,13,3,0,SYNTHETIC_DATA_SET,42,1.0,3,6
2025-06-13,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A+,139,143,17,19,2,0,SYNTHETIC_DATA_SET,42,0.972027972027972,4,6
2025-06-14,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A+,138,143,18,17,2,0,SYNTHETIC_DATA_SET,42,0.965034965034965,5,6
2025-06-15,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A+,133,143,16,21,0,0,SYNTHETIC_DATA_SET,42,0.9300699300699301,6,6
2025-06-16,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A+,123,143,14,22,2,0,SYNTHETIC_DATA_SET,42,0.8601398601398601,0,6
2025-06-17,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A+,116,143,16,23,0,0,SYNTHETIC_DATA_SET,42,0.8111888111888111,1,6
2025-06-18,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A+,102,143,19,32,1,1,SYNTHETIC_DATA_SET,42,0.7132867132867133,2,6
2025-06-19,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A+,108,143,14,8,0,0,SYNTHETIC_DATA_SET,42,0.7552447552447552,3,6
2025-06-20,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A+,125,143,30,12,1,0,SYNTHETIC_DATA_SET,42,0.8741258741258742,4,6
2025-06-21,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A+,132,143,25,17,1,0,SYNTHETIC_DATA_SET,42,0.9230769230769231,5,6
2025-06-22,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A+,132,143,15,13,2,0,SYNTHETIC_DATA_SET,42,0.9230769230769231,6,6
2025-06-23,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A+,131,143,21,18,4,0,SYNTHETIC_DATA_SET,42,0.916083916083916,0,6
2024-01-01,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,53,93,26,26,1,1,SYNTHETIC_DATA_SET,42,0.5698924731182796,0,1
2024-01-02,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,63,93,16,5,1,0,SYNTHETIC_DATA_SET,42,0.6774193548387096,1,1
2024-01-03,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,71,93,15,6,1,0,SYNTHETIC_DATA_SET,42,0.7634408602150538,2,1
2024-01-04,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,72,93,8,6,1,0,SYNTHETIC_DATA_SET,42,0.7741935483870968,3,1
2024-01-05,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,66,93,9,14,1,0,SYNTHETIC_DATA_SET,42,0.7096774193548387,4,1
2024-01-06,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,72,93,11,3,2,0,SYNTHETIC_DATA_SET,42,0.7741935483870968,5,1
2024-01-07,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,79,93,9,2,0,0,SYNTHETIC_DATA_SET,42,0.8494623655913979,6,1
2024-01-08,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,93,93,20,6,0,0,SYNTHETIC_DATA_SET,42,1.0,0,1
2024-01-09,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,87,93,12,17,1,0,SYNTHETIC_DATA_SET,42,0.9354838709677419,1,1
2024-01-10,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,80,93,12,19,0,1,SYNTHETIC_DATA_SET,42,0.8602150537634409,2,1
2024-01-11,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,83,93,7,4,0,0,SYNTHETIC_DATA_SET,42,0.8924731182795699,3,1
2024-01-12,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,87,93,18,13,1,0,SYNTHETIC_DATA_SET,42,0.9354838709677419,4,1
2024-01-13,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,83,93,8,11,1,0,SYNTHETIC_DATA_SET,42,0.8924731182795699,5,1
2024-01-14,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,79,93,10,13,1,0,SYNTHETIC_DATA_SET,42,0.8494623655913979,6,1
2024-01-15,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,84,93,13,5,3,0,SYNTHETIC_DATA_SET,42,0.9032258064516129,0,1
2024-01-16,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,93,93,27,12,1,0,SYNTHETIC_DATA_SET,42,1.0,1,1
2024-01-17,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,90,93,7,8,2,0,SYNTHETIC_DATA_SET,42,0.967741935483871,2,1
2024-01-18,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,78,93,14,25,1,1,SYNTHETIC_DATA_SET,42,0.8387096774193549,3,1
2024-01-19,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,85,93,15,7,1,0,SYNTHETIC_DATA_SET,42,0.9139784946236559,4,1
2024-01-20,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,87,93,12,10,0,0,SYNTHETIC_DATA_SET,42,0.9354838709677419,5,1
2024-01-21,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,80,93,7,9,5,0,SYNTHETIC_DATA_SET,42,0.8602150537634409,6,1
2024-01-22,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,88,93,14,5,1,0,SYNTHETIC_DATA_SET,42,0.946236559139785,0,1
2024-01-23,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,90,93,11,8,1,0,SYNTHETIC_DATA_SET,42,0.967741935483871,1,1
2024-01-24,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,93,93,19,7,1,0,SYNTHETIC_DATA_SET,42,1.0,2,1
2024-01-25,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,93,93,17,12,1,0,SYNTHETIC_DATA_SET,42,1.0,3,1
2024-01-26,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,93,93,20,12,1,0,SYNTHETIC_DATA_SET,42,1.0,4,1
2024-01-27,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,93,93,12,9,0,0,SYNTHETIC_DATA_SET,42,1.0,5,1
2024-01-28,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,89,93,11,14,1,0,SYNTHETIC_DATA_SET,42,0.956989247311828,6,1
2024-01-29,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,93,93,25,5,0,0,SYNTHETIC_DATA_SET,42,1.0,0,1
2024-01-30,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,93,93,14,10,0,0,SYNTHETIC_DATA_SET,42,1.0,1,1
2024-01-31,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,90,93,11,12,2,0,SYNTHETIC_DATA_SET,42,0.967741935483871,2,1
2024-02-01,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,91,93,9,8,0,0,SYNTHETIC_DATA_SET,42,0.978494623655914,3,2
2024-02-02,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,93,93,14,8,1,0,SYNTHETIC_DATA_SET,42,1.0,4,2
2024-02-03,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,90,93,17,20,0,1,SYNTHETIC_DATA_SET,42,0.967741935483871,5,2
2024-02-04,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,92,93,11,9,0,0,SYNTHETIC_DATA_SET,42,0.989247311827957,6,2
2024-02-05,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,92,93,6,4,2,0,SYNTHETIC_DATA_SET,42,0.989247311827957,0,2
2024-02-06,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,93,93,14,7,1,0,SYNTHETIC_DATA_SET,42,1.0,1,2
2024-02-07,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,93,93,11,8,1,0,SYNTHETIC_DATA_SET,42,1.0,2,2
2024-02-08,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,93,93,18,11,1,0,SYNTHETIC_DATA_SET,42,1.0,3,2
2024-02-09,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,93,93,14,4,1,0,SYNTHETIC_DATA_SET,42,1.0,4,2
2024-02-10,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,83,93,6,13,3,0,SYNTHETIC_DATA_SET,42,0.8924731182795699,5,2
2024-02-11,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,90,93,13,5,1,0,SYNTHETIC_DATA_SET,42,0.967741935483871,6,2
2024-02-12,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,93,93,15,5,0,0,SYNTHETIC_DATA_SET,42,1.0,0,2
2024-02-13,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,90,93,13,12,4,0,SYNTHETIC_DATA_SET,42,0.967741935483871,1,2
2024-02-14,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,93,93,16,6,2,0,SYNTHETIC_DATA_SET,42,1.0,2,2
2024-02-15,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,84,93,10,17,2,0,SYNTHETIC_DATA_SET,42,0.9032258064516129,3,2
2024-02-16,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,93,93,20,6,1,0,SYNTHETIC_DATA_SET,42,1.0,4,2
2024-02-17,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,93,93,12,11,0,0,SYNTHETIC_DATA_SET,42,1.0,5,2
2024-02-18,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,93,93,10,10,0,0,SYNTHETIC_DATA_SET,42,1.0,6,2
2024-02-19,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,93,93,12,6,1,0,SYNTHETIC_DATA_SET,42,1.0,0,2
2024-02-20,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,93,93,18,13,2,0,SYNTHETIC_DATA_SET,42,1.0,1,2
2024-02-21,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,93,93,16,11,0,0,SYNTHETIC_DATA_SET,42,1.0,2,2
2024-02-22,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,93,93,18,15,2,0,SYNTHETIC_DATA_SET,42,1.0,3,2
2024-02-23,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,90,93,9,11,1,0,SYNTHETIC_DATA_SET,42,0.967741935483871,4,2
2024-02-24,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,83,93,6,11,2,0,SYNTHETIC_DATA_SET,42,0.8924731182795699,5,2
2024-02-25,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,74,93,9,13,5,0,SYNTHETIC_DATA_SET,42,0.7956989247311828,6,2
2024-02-26,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,73,93,11,12,0,0,SYNTHETIC_DATA_SET,42,0.7849462365591398,0,2
2024-02-27,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,72,93,9,8,2,0,SYNTHETIC_DATA_SET,42,0.7741935483870968,1,2
2024-02-28,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,70,93,13,15,0,0,SYNTHETIC_DATA_SET,42,0.7526881720430108,2,2
2024-02-29,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,79,93,19,9,1,0,SYNTHETIC_DATA_SET,42,0.8494623655913979,3,2
2024-03-01,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,86,93,18,11,0,0,SYNTHETIC_DATA_SET,42,0.9247311827956989,4,3
2024-03-02,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,78,93,8,15,1,0,SYNTHETIC_DATA_SET,42,0.8387096774193549,5,3
2024-03-03,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,74,93,7,11,0,0,SYNTHETIC_DATA_SET,42,0.7956989247311828,6,3
2024-03-04,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,78,93,15,11,0,0,SYNTHETIC_DATA_SET,42,0.8387096774193549,0,3
2024-03-05,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,61,93,6,18,5,0,SYNTHETIC_DATA_SET,42,0.6559139784946236,1,3
2024-03-06,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,60,93,18,16,3,0,SYNTHETIC_DATA_SET,42,0.6451612903225806,2,3
2024-03-07,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,61,93,11,10,0,0,SYNTHETIC_DATA_SET,42,0.6559139784946236,3,3
2024-03-08,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,77,93,24,6,2,0,SYNTHETIC_DATA_SET,42,0.8279569892473119,4,3
2024-03-09,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,71,93,14,18,2,1,SYNTHETIC_DATA_SET,42,0.7634408602150538,5,3
2024-03-10,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,68,93,13,14,2,0,SYNTHETIC_DATA_SET,42,0.7311827956989247,6,3
2024-03-11,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,62,93,13,18,1,0,SYNTHETIC_DATA_SET,42,0.6666666666666666,0,3
2024-03-12,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,68,93,12,5,1,0,SYNTHETIC_DATA_SET,42,0.7311827956989247,1,3
2024-03-13,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,67,93,9,8,2,0,SYNTHETIC_DATA_SET,42,0.7204301075268817,2,3
2024-03-14,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,58,93,7,16,0,0,SYNTHETIC_DATA_SET,42,0.6236559139784946,3,3
2024-03-15,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,56,93,12,11,3,0,SYNTHETIC_DATA_SET,42,0.6021505376344086,4,3
2024-03-16,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,50,93,10,16,0,0,SYNTHETIC_DATA_SET,42,0.5376344086021505,5,3
2024-03-17,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,28,93,4,25,1,1,SYNTHETIC_DATA_SET,42,0.3010752688172043,6,3
2024-03-18,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,37,93,20,10,1,0,SYNTHETIC_DATA_SET,42,0.3978494623655914,0,3
2024-03-19,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,40,93,13,9,1,0,SYNTHETIC_DATA_SET,42,0.43010752688172044,1,3
2024-03-20,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,42,93,14,12,0,0,SYNTHETIC_DATA_SET,42,0.45161290322580644,2,3
2024-03-21,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,52,93,19,9,0,0,SYNTHETIC_DATA_SET,42,0.5591397849462365,3,3
2024-03-22,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,50,93,10,11,1,0,SYNTHETIC_DATA_SET,42,0.5376344086021505,4,3
2024-03-23,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,59,93,12,3,0,0,SYNTHETIC_DATA_SET,42,0.6344086021505376,5,3
2024-03-24,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,65,93,20,14,0,0,SYNTHETIC_DATA_SET,42,0.6989247311827957,6,3
2024-03-25,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,62,93,7,10,0,0,SYNTHETIC_DATA_SET,42,0.6666666666666666,0,3
2024-03-26,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,57,93,8,12,1,0,SYNTHETIC_DATA_SET,42,0.6129032258064516,1,3
2024-03-27,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,68,93,14,3,0,0,SYNTHETIC_DATA_SET,42,0.7311827956989247,2,3
2024-03-28,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,64,93,10,13,1,0,SYNTHETIC_DATA_SET,42,0.6881720430107527,3,3
2024-03-29,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,61,93,13,15,1,0,SYNTHETIC_DATA_SET,42,0.6559139784946236,4,3
2024-03-30,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,46,93,10,23,2,0,SYNTHETIC_DATA_SET,42,0.4946236559139785,5,3
2024-03-31,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,39,93,6,9,4,0,SYNTHETIC_DATA_SET,42,0.41935483870967744,6,3
2024-04-01,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,49,93,15,5,0,0,SYNTHETIC_DATA_SET,42,0.5268817204301075,0,4
2024-04-02,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,42,93,8,13,2,0,SYNTHETIC_DATA_SET,42,0.45161290322580644,1,4
2024-04-03,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,43,93,9,8,0,0,SYNTHETIC_DATA_SET,42,0.46236559139784944,2,4
2024-04-04,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,57,93,24,10,0,0,SYNTHETIC_DATA_SET,42,0.6129032258064516,3,4
2024-04-05,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,53,93,12,16,0,0,SYNTHETIC_DATA_SET,42,0.5698924731182796,4,4
2024-04-06,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,57,93,16,10,2,0,SYNTHETIC_DATA_SET,42,0.6129032258064516,5,4
2024-04-07,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,57,93,7,6,1,0,SYNTHETIC_DATA_SET,42,0.6129032258064516,6,4
2024-04-08,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,64,93,13,5,1,0,SYNTHETIC_DATA_SET,42,0.6881720430107527,0,4
2024-04-09,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,62,93,10,8,4,0,SYNTHETIC_DATA_SET,42,0.6666666666666666,1,4
2024-04-10,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,71,93,19,9,1,0,SYNTHETIC_DATA_SET,42,0.7634408602150538,2,4
2024-04-11,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,67,93,7,10,1,0,SYNTHETIC_DATA_SET,42,0.7204301075268817,3,4
2024-04-12,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,73,93,17,9,2,0,SYNTHETIC_DATA_SET,42,0.7849462365591398,4,4
2024-04-13,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,73,93,12,11,1,0,SYNTHETIC_DATA_SET,42,0.7849462365591398,5,4
2024-04-14,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,63,93,9,19,0,0,SYNTHETIC_DATA_SET,42,0.6774193548387096,6,4
2024-04-15,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,65,93,12,10,0,0,SYNTHETIC_DATA_SET,42,0.6989247311827957,0,4
2024-04-16,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,65,93,13,13,0,0,SYNTHETIC_DATA_SET,42,0.6989247311827957,1,4
2024-04-17,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,60,93,8,11,2,0,SYNTHETIC_DATA_SET,42,0.6451612903225806,2,4
2024-04-18,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,65,93,23,17,1,0,SYNTHETIC_DATA_SET,42,0.6989247311827957,3,4
2024-04-19,bank_001,Synthetic Reference Centre North,Kanpur,Uttar Pradesh,26.4499,80.3319,A-,67,93,13,7,4,0,SYNTHETIC_DATA_SET,42,0.7204301075268817,4,4
