record_date,bank_id,bank_name,city,state,latitude,longitude,blood_group,inventory_units,storage_capacity_units,donations_received,requests_received,units_expired,emergency_event_flag,data_origin,generation_seed
2024-08-29,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,125,128,14,10,2,0,SYNTHETIC_DATA_SET,42
2024-08-30,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,123,128,8,9,1,0,SYNTHETIC_DATA_SET,42
2024-08-31,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,118,128,10,14,1,0,SYNTHETIC_DATA_SET,42
2024-09-01,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,120,128,13,11,0,0,SYNTHETIC_DATA_SET,42
2024-09-02,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,128,128,13,3,0,0,SYNTHETIC_DATA_SET,42
2024-09-03,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,128,128,14,4,1,0,SYNTHETIC_DATA_SET,42
2024-09-04,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,128,128,17,8,0,0,SYNTHETIC_DATA_SET,42
2024-09-05,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,128,128,16,12,0,0,SYNTHETIC_DATA_SET,42
2024-09-06,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,128,128,22,7,5,0,SYNTHETIC_DATA_SET,42
2024-09-07,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,128,128,9,5,0,0,SYNTHETIC_DATA_SET,42
2024-09-08,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,123,128,6,9,2,0,SYNTHETIC_DATA_SET,42
2024-09-09,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,119,128,8,10,2,0,SYNTHETIC_DATA_SET,42
2024-09-10,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,119,128,9,7,2,0,SYNTHETIC_DATA_SET,42
2024-09-11,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,117,128,11,7,6,0,SYNTHETIC_DATA_SET,42
2024-09-12,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,124,128,21,14,0,1,SYNTHETIC_DATA_SET,42
2024-09-13,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,122,128,11,12,1,0,SYNTHETIC_DATA_SET,42
2024-09-14,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,114,128,11,15,4,0,SYNTHETIC_DATA_SET,42
2024-09-15,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,111,128,10,11,2,0,SYNTHETIC_DATA_SET,42
2024-09-16,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,109,128,15,15,2,0,SYNTHETIC_DATA_SET,42
2024-09-17,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,105,128,12,13,3,0,SYNTHETIC_DATA_SET,42
2024-09-18,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,102,128,10,12,1,0,SYNTHETIC_DATA_SET,42
2024-09-19,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,106,128,15,11,0,0,SYNTHETIC_DATA_SET,42
2024-09-20,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,103,128,9,10,2,0,SYNTHETIC_DATA_SET,42
2024-09-21,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,100,128,8,9,2,0,SYNTHETIC_DATA_SET,42
2024-09-22,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,92,128,5,12,1,0,SYNTHETIC_DATA_SET,42
2024-09-23,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,89,128,6,8,1,0,SYNTHETIC_DATA_SET,42
2024-09-24,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,86,128,8,9,2,0,SYNTHETIC_DATA_SET,42
2024-09-25,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,80,128,6,12,0,0,SYNTHETIC_DATA_SET,42
2024-09-26,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,75,128,11,15,1,0,SYNTHETIC_DATA_SET,42
2024-09-27,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,84,128,17,8,0,0,SYNTHETIC_DATA_SET,42
2024-09-28,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,80,128,8,12,0,0,SYNTHETIC_DATA_SET,42
2024-09-29,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,80,128,9,5,4,0,SYNTHETIC_DATA_SET,42
2024-09-30,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,85,128,11,4,2,0,SYNTHETIC_DATA_SET,42
2024-10-01,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,80,128,8,13,0,0,SYNTHETIC_DATA_SET,42
2024-10-02,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,75,128,9,12,2,0,SYNTHETIC_DATA_SET,42
2024-10-03,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,78,128,12,9,0,0,SYNTHETIC_DATA_SET,42
2024-10-04,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,78,128,13,13,0,0,SYNTHETIC_DATA_SET,42
2024-10-05,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,82,128,10,4,2,0,SYNTHETIC_DATA_SET,42
2024-10-06,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,72,128,7,16,1,0,SYNTHETIC_DATA_SET,42
2024-10-07,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,72,128,10,10,0,0,SYNTHETIC_DATA_SET,42
2024-10-08,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,90,128,30,11,1,0,SYNTHETIC_DATA_SET,42
2024-10-09,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,86,128,9,11,2,0,SYNTHETIC_DATA_SET,42
2024-10-10,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,90,128,12,8,0,0,SYNTHETIC_DATA_SET,42
2024-10-11,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,101,128,18,4,3,0,SYNTHETIC_DATA_SET,42
2024-10-12,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,90,128,6,17,0,0,SYNTHETIC_DATA_SET,42
2024-10-13,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,87,128,7,10,0,0,SYNTHETIC_DATA_SET,42
2024-10-14,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,89,128,10,6,2,0,SYNTHETIC_DATA_SET,42
2024-10-15,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,84,128,17,19,3,0,SYNTHETIC_DATA_SET,42
2024-10-16,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,98,128,21,5,2,0,SYNTHETIC_DATA_SET,42
2024-10-17,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,97,128,12,11,2,0,SYNTHETIC_DATA_SET,42
2024-10-18,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,102,128,15,9,1,0,SYNTHETIC_DATA_SET,42
2024-10-19,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,95,128,3,9,1,0,SYNTHETIC_DATA_SET,42
2024-10-20,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,90,128,7,10,2,0,SYNTHETIC_DATA_SET,42
2024-10-21,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,89,128,9,8,2,0,SYNTHETIC_DATA_SET,42
2024-10-22,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,85,128,7,10,1,0,SYNTHETIC_DATA_SET,42
2024-10-23,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,88,128,15,10,2,0,SYNTHETIC_DATA_SET,42
2024-10-24,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,89,128,15,12,2,0,SYNTHETIC_DATA_SET,42
2024-10-25,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,93,128,12,7,1,0,SYNTHETIC_DATA_SET,42
2024-10-26,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,98,128,9,4,0,0,SYNTHETIC_DATA_SET,42
2024-10-27,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,97,128,15,15,1,0,SYNTHETIC_DATA_SET,42
2024-10-28,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,93,128,10,13,1,0,SYNTHETIC_DATA_SET,42
2024-10-29,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,111,128,20,2,0,0,SYNTHETIC_DATA_SET,42
2024-10-30,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,126,128,26,10,1,0,SYNTHETIC_DATA_SET,42
2024-10-31,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,128,128,9,3,1,0,SYNTHETIC_DATA_SET,42
2024-11-01,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,128,128,11,9,2,0,SYNTHETIC_DATA_SET,42
2024-11-02,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,128,128,11,6,1,0,SYNTHETIC_DATA_SET,42
2024-11-03,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,128,128,10,5,5,0,SYNTHETIC_DATA_SET,42
2024-11-04,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,128,128,23,5,1,0,SYNTHETIC_DATA_SET,42
2024-11-05,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,124,128,8,10,2,0,SYNTHETIC_DATA_SET,42
2024-11-06,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,114,128,9,18,1,0,SYNTHETIC_DATA_SET,42
2024-11-07,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,104,128,9,16,3,0,SYNTHETIC_DATA_SET,42
2024-11-08,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,104,128,8,7,1,0,SYNTHETIC_DATA_SET,42
2024-11-09,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,112,128,16,8,0,0,SYNTHETIC_DATA_SET,42
2024-11-10,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,99,128,9,22,0,0,SYNTHETIC_DATA_SET,42
2024-11-11,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,101,128,12,8,2,0,SYNTHETIC_DATA_SET,42
2024-11-12,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,96,128,6,11,0,0,SYNTHETIC_DATA_SET,42
2024-11-13,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,104,128,19,11,0,0,SYNTHETIC_DATA_SET,42
2024-11-14,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,100,128,7,10,1,0,SYNTHETIC_DATA_SET,42
2024-11-15,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,101,128,12,10,1,0,SYNTHETIC_DATA_SET,42
2024-11-16,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,109,128,14,6,0,0,SYNTHETIC_DATA_SET,42
2024-11-17,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,108,128,11,11,1,0,SYNTHETIC_DATA_SET,42
2024-11-18,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,107,128,11,10,2,0,SYNTHETIC_DATA_SET,42
2024-11-19,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,115,128,14,4,2,0,SYNTHETIC_DATA_SET,42
2024-11-20,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,128,128,23,8,1,0,SYNTHETIC_DATA_SET,42
2024-11-21,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,128,128,13,6,1,0,SYNTHETIC_DATA_SET,42
2024-11-22,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,128,128,14,6,0,0,SYNTHETIC_DATA_SET,42
2024-11-23,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,120,128,10,16,2,0,SYNTHETIC_DATA_SET,42
2024-11-24,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,128,128,11,2,0,0,SYNTHETIC_DATA_SET,42
2024-11-25,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,128,128,19,6,1,0,SYNTHETIC_DATA_SET,42
2024-11-26,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,122,128,11,15,2,0,SYNTHETIC_DATA_SET,42
2024-11-27,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,117,128,7,10,2,0,SYNTHETIC_DATA_SET,42
2024-11-28,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,109,128,14,18,4,0,SYNTHETIC_DATA_SET,42
2024-11-29,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,111,128,7,5,0,0,SYNTHETIC_DATA_SET,42
2024-11-30,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,105,128,9,14,1,0,SYNTHETIC_DATA_SET,42
2024-12-01,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,103,128,10,10,2,0,SYNTHETIC_DATA_SET,42
2024-12-02,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,102,128,12,12,1,0,SYNTHETIC_DATA_SET,42
2024-12-03,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,105,128,14,9,2,0,SYNTHETIC_DATA_SET,42
2024-12-04,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,111,128,13,6,1,0,SYNTHETIC_DATA_SET,42
2024-12-05,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,116,128,15,10,0,0,SYNTHETIC_DATA_SET,42
2024-12-06,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,117,128,10,7,2,0,SYNTHETIC_DATA_SET,42
2024-12-07,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,120,128,17,12,2,0,SYNTHETIC_DATA_SET,42
2024-12-08,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,122,128,8,4,2,0,SYNTHETIC_DATA_SET,42
2024-12-09,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,122,128,10,9,1,0,SYNTHETIC_DATA_SET,42
2024-12-10,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,128,128,12,4,2,0,SYNTHETIC_DATA_SET,42
2024-12-11,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,125,128,11,9,5,0,SYNTHETIC_DATA_SET,42
2024-12-12,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,128,128,25,4,0,0,SYNTHETIC_DATA_SET,42
2024-12-13,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,128,128,20,8,0,0,SYNTHETIC_DATA_SET,42
2024-12-14,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,122,128,11,16,1,0,SYNTHETIC_DATA_SET,42
2024-12-15,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,118,128,14,16,2,0,SYNTHETIC_DATA_SET,42
2024-12-16,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,116,128,8,7,3,0,SYNTHETIC_DATA_SET,42
2024-12-17,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,120,128,13,8,1,0,SYNTHETIC_DATA_SET,42
2024-12-18,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,117,128,11,14,0,0,SYNTHETIC_DATA_SET,42
2024-12-19,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,128,128,20,4,1,0,SYNTHETIC_DATA_SET,42
2024-12-20,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,128,128,13,10,3,0,SYNTHETIC_DATA_SET,42
2024-12-21,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,121,128,8,14,1,0,SYNTHETIC_DATA_SET,42
2024-12-22,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,120,128,7,7,1,0,SYNTHETIC_DATA_SET,42
2024-12-23,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,115,128,6,10,1,0,SYNTHETIC_DATA_SET,42
2024-12-24,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,127,128,18,6,0,0,SYNTHETIC_DATA_SET,42
2024-12-25,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,126,128,22,20,3,0,SYNTHETIC_DATA_SET,42
2024-12-26,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,128,128,32,12,0,0,SYNTHETIC_DATA_SET,42
2024-12-27,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,102,128,9,33,2,1,SYNTHETIC_DATA_SET,42
2024-12-28,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,104,128,13,10,1,0,SYNTHETIC_DATA_SET,42
2024-12-29,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,102,128,17,19,0,0,SYNTHETIC_DATA_SET,42
2024-12-30,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,108,128,12,5,1,0,SYNTHETIC_DATA_SET,42
2024-12-31,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,108,128,14,12,2,0,SYNTHETIC_DATA_SET,42
2025-01-01,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,108,128,9,7,2,0,SYNTHETIC_DATA_SET,42
2025-01-02,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,118,128,12,2,0,0,SYNTHETIC_DATA_SET,42
2025-01-03,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,116,128,9,10,1,0,SYNTHETIC_DATA_SET,42
2025-01-04,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,108,128,10,17,1,0,SYNTHETIC_DATA_SET,42
2025-01-05,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,105,128,6,8,1,0,SYNTHETIC_DATA_SET,42
2025-01-06,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,116,128,17,5,1,0,SYNTHETIC_DATA_SET,42
2025-01-07,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,119,128,19,15,1,0,SYNTHETIC_DATA_SET,42
2025-01-08,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,128,128,16,4,1,0,SYNTHETIC_DATA_SET,42
2025-01-09,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,128,128,13,3,3,0,SYNTHETIC_DATA_SET,42
2025-01-10,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,124,128,11,14,1,0,SYNTHETIC_DATA_SET,42
2025-01-11,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,124,128,11,9,2,0,SYNTHETIC_DATA_SET,42
2025-01-12,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,118,128,6,11,1,0,SYNTHETIC_DATA_SET,42
2025-01-13,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,122,128,12,7,1,0,SYNTHETIC_DATA_SET,42
2025-01-14,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,125,128,16,12,1,0,SYNTHETIC_DATA_SET,42
2025-01-15,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,125,128,11,10,1,0,SYNTHETIC_DATA_SET,42
2025-01-16,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,122,128,12,13,2,0,SYNTHETIC_DATA_SET,42
2025-01-17,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,125,128,11,7,1,0,SYNTHETIC_DATA_SET,42
2025-01-18,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,124,128,17,18,0,0,SYNTHETIC_DATA_SET,42
2025-01-19,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,128,128,27,12,1,0,SYNTHETIC_DATA_SET,42
2025-01-20,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,128,128,17,16,1,0,SYNTHETIC_DATA_SET,42
2025-01-21,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,128,128,14,10,2,0,SYNTHETIC_DATA_SET,42
2025-01-22,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,128,128,12,11,0,0,SYNTHETIC_DATA_SET,42
2025-01-23,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,128,128,15,14,1,0,SYNTHETIC_DATA_SET,42
2025-01-24,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,125,128,6,8,1,0,SYNTHETIC_DATA_SET,42
2025-01-25,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,128,128,13,8,2,0,SYNTHETIC_DATA_SET,42
2025-01-26,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,128,128,17,15,0,0,SYNTHETIC_DATA_SET,42
2025-01-27,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,112,128,15,30,1,1,SYNTHETIC_DATA_SET,42
2025-01-28,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,99,128,15,28,0,0,SYNTHETIC_DATA_SET,42
2025-01-29,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,79,128,6,25,1,0,SYNTHETIC_DATA_SET,42
2025-01-30,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,79,128,15,15,0,0,SYNTHETIC_DATA_SET,42
2025-01-31,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,68,128,13,21,3,0,SYNTHETIC_DATA_SET,42
2025-02-01,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,71,128,15,12,0,0,SYNTHETIC_DATA_SET,42
2025-02-02,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,69,128,10,12,0,0,SYNTHETIC_DATA_SET,42
2025-02-03,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,67,128,17,17,2,0,SYNTHETIC_DATA_SET,42
2025-02-04,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,104,128,43,6,0,0,SYNTHETIC_DATA_SET,42
2025-02-05,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,93,128,15,25,1,0,SYNTHETIC_DATA_SET,42
2025-02-06,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,102,128,18,6,3,0,SYNTHETIC_DATA_SET,42
2025-02-07,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,99,128,18,19,2,0,SYNTHETIC_DATA_SET,42
2025-02-08,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,98,128,12,13,0,0,SYNTHETIC_DATA_SET,42
2025-02-09,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,98,128,14,13,1,0,SYNTHETIC_DATA_SET,42
2025-02-10,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,92,128,14,18,2,0,SYNTHETIC_DATA_SET,42
2025-02-11,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,99,128,23,15,1,0,SYNTHETIC_DATA_SET,42
2025-02-12,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,116,128,24,7,0,0,SYNTHETIC_DATA_SET,42
2025-02-13,bank_002,Synthetic Reference Centre South,Kanpur,Uttar Pradesh,26.431,80.29,O+,121,128,14,9,0,0,SYNTHETIC_DATA_SET,42
