bank_id,bank_name,city,district,state,latitude,longitude,data_source,collected_at_utc,directory_snapshot
official_488,S.K. Hospital Blood Bank,Sikar,Sikar,Rajasthan,27.61311,75.150577,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_489,Life care Blood Bank,Jaipur,Jaipur,Rajasthan,26.967938,75.766452,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_490,Dr. Anant Ram Janta Hospital Blood Bank,Hisar,Hisar,Haryana,29.363162,75.901772,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_491,Max Super Speciality Hospital Blood Bank,Bathinda,Bathinda,Punjab,30.192388,74.946979,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_492,Archana Hospital Blood Bank Pandalam,Pandalam,Pathanamthitta,Kerala,9.220068,76.679791,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_493,Manglam Blood Bank,Hisar,Hisar,Haryana,29.131899,75.744839,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_494,S.K. Soni Blood Bank,Jaipur,Jaipur,Rajasthan,26.968848,75.773365,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_495,Kanun Devi Parasmal Mehta Medical and Blood Bank,Jodhpur,Jodhpur,Rajasthan,26.27777,73.015288,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_496,Mahatama Gandhi National Institute of Medical Sciences (MGNIMS) Blood Bank,Jaipur,Jaipur,Rajasthan,26.770811,75.855209,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_497,Sangrur Civil Hospital Blood Bank ,Sangrur,Sangrur,Punjab,30.251874,75.836328,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_498,AIIMS Hospital Blood Bank,Jodhpur,Jodhpur,Rajasthan,26.241422,73.004365,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_499,Sawai Man Singh (S.M.S) Hospital Blood Bank,Jaipur,Jaipur,Rajasthan,26.906044,75.816216,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_500,General Hospital Blood Bank Hisar,Hisar,Hisar,Haryana,29.17,75.718602,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_501,Government D.B. Hospital Blood Bank,Churu,Churu,Rajasthan,28.28984,74.959757,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_502,Bapu Maghar Singh Ji International Blood Bank,Sirsa,Sirsa,Haryana,29.467914,75.068864,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_503,Swasthya Kalyan Blood Bank and Thalesemia Research Center,Jaipur,Jaipur,Rajasthan,26.916784,75.829997,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_504,Fazilka Civil Hospital Blood Bank,Fazilka,Fazilka,Punjab,30.40713,74.024688,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_505,National Institute of Medical Sciences Blood bank,Jaipur,Jaipur,Rajasthan,27.192337,75.954816,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_506,Amrit Kaur Government Hospital Blood Bank, Beawar,Ajmer,Rajasthan,26.080635,74.326431,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_507,"Maharaja Agrasen Medical College, Agroha, Blood Bank",Hisar/Agroha,Hisar,Haryana,29.336707,75.622627,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_508,Government Hospital Blood Bank,NAGAUR,Nagaur,Rajasthan,27.207987,73.737224,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_509,Jodhpur Medical College,Jodhpur,Jodhpur,Rajasthan,26.269415,73.007401,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_510,Bhagwan Mahaveer Cancer Hospital & Research Centre Blood Bank,Jaipur,Jaipur,Rajasthan,26.863267,75.805818,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_511,J.L.N. and A.G. Hospital Blood Bank,Ajmer,Ajmer,Rajasthan,26.469566,74.636014,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_512,Government Y.N. Hospital Blood Bank,Kishangarh,Ajmer,Rajasthan,26.581635,74.861008,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_513,Santokba Durlabhji Medical Hopsital Blood bank,Jaipur,Jaipur,Rajasthan,26.893786,75.812174,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_514,Shri MunshiRam Mittal Memorial Seva Samiti Blood bank,Sikar,Sikar,Rajasthan,27.612976,75.150611,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_515,Bhathinda Civil Hospital Blood Bank ,Bathinda,Bathinda,Punjab,30.19344,74.947545,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_516,Government Hospital Blood Bank,Sriganganagar,Sriganganagar,Rajasthan,29.903133,73.873964,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_517,Monilek Hospital and Research Center Blood Bank,Jaipur,Jaipur,Rajasthan,26.88687,75.83414,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_518,Sarvodaya Blood Bank services,Hisar,Hisar,Haryana,29.1409,75.733801,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_519,Ambika Hospital Blood Bank,Jodhpur,Jodhpur,Rajasthan,26.231723,73.021055,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_520,Shiv Shakti Blood Bank,Sirsa,Sirsa,Haryana,29.536432,75.022062,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_521,Dr. Mankar Memorial Blood Bank,Akola,Akola,Maharashtra,20.724952,77.04278,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_522,Saibai Mote General Hospital Blood Bank,Buldhana,Buldhana,Maharashtra,20.795868,76.696688,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_523,Jeevanshri Raktapedi,Jalgaon,Jalgaon,Maharashtra,21.045399,75.063926,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_524,Dr. Murlidhar Kharche Memorial Jeevan Jyoti Blood Bank,Buldhana,Buldhana,Maharashtra,20.886486,76.207174,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_525,Kailash Cancer Hospital & Research Centre Blood Bank.,Vadodara,Vadodara,Gujarat,22.334629,73.464162,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_526,District Hospital Blood Bank,Harda,Harda,Madhya Pradesh,22.340634,77.093043,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_527,Suraktam Blood Bank Vadodara,Vadodara,Vadodara,Gujarat,22.307765,73.18633,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_528,Madhavrao Golwalkar Swayamsevi Blood Bank,Jalgaon,Jalgaon,Maharashtra,21.016507,75.564845,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_529,Government Hospital Blood Bank,Buldhana,Buldhana,Maharashtra,20.708409,76.566704,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_530,District Hospital Blood Bank,Alirajpur,Alirajpur,Madhya Pradesh,22.184448,74.211956,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_531, Late  Shri Mukeshbai Patel Blood Bank ,Dhule,Dhule,Maharashtra,21.458578,74.961094,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_532,S. S. G. Hospital Vadodara,Vadodara,Vadodara,Gujarat,22.307133,73.189731,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_533,Jankalyan Rakta Pedhi,Nandurbar,Nandurbar,Maharashtra,21.36433536,74.24463853,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_534,Murlidhar Kripa Hospital Blood Bank,Maxi,Shajapur,Madhya Pradesh,23.2506645,76.1374297,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_535,Mittal Hospital Blood Bank,Dhar,Dhar,Madhya Pradesh,22.595954,75.299087,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_536,Maliba Raktdan Kendra (IRCS),Vyara,Tapi,Gujarat,21.118758,73.404128,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_537,General Hospital Blood Bank Ahwa,Ahwa,Dang,Gujarat,20.761612,73.689241,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_538,Nirnay Janseva Blood Bank,Dhule,Dhule,Maharashtra,20.904116,74.77767,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_539,Jawahar Medical Foundation Blood Bank,Dhule,Dhule,Maharashtra,20.90361,74.741293,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_540,Civil Surgeon General Hospital Blood Bank,Akola,Akola,Maharashtra,20.702666,77.001984,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_541,Godavari Foundation Blood Bank,Jalgaon,Jalgaon,Maharashtra,21.023689,75.705103,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_542,M/s. Jalgaon Blood Bank and Component,Jalgaon,Jalgaon,Maharashtra,21.00408,75.493766,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_543,District Hospital Blood Bank,Barwani,Barwani,Madhya Pradesh,22.02134,74.541084,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_544,District Hospital Blood Bank ,Dhar,Dhar,Madhya Pradesh,22.594249,75.308054,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_545,Askaran Tarachand Jain Blood Bank,Jalgaon,Jalgaon,Maharashtra,21.008464,75.568216,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_546,District Hospital for Women Blood Bank,Akola,Akola,Maharashtra,20.714492,77.008904,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_547,"Medical Care Centre Trust, Shri Jalaram Blood Bank, Vadodara  ",Vadodara,Vadodara,Gujarat,22.314965,73.195356,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_548,District Hospital Blood Bank,Khandwa,East Nimar,Madhya Pradesh,21.824535,76.343016,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_549,Jivan Jyoti Hospital Blood Bank,Meghnagar,Jhabua,Madhya Pradesh,22.913396,74.53969,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_550,Dhiraj General Blood Bank Vadodara,Vadodara,Vadodara,Gujarat,22.30732,73.181079,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_551,Indian Red Cross Society Blood Bank,Jalgaon,Jalgaon,Maharashtra,21.011122,75.567945,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_552,GMERS Medical College and General Hospital Blood Bank,Vadodara,Vadodara,Gujarat,22.313751,73.148086,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_553,ICON Blood Bank - Ganediwal Charitable Trust,Akola,Akola,Maharashtra,20.713446,77.011958,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_554,The APVVP District Head Quarters Hospital Blood Bank,Khammam,Khammam,Telangana,17.247253,80.151445,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_555,Sahada Blood Bank - Shree Swami  Samartha Vaidyakiya  Shaikshanik and Sanshodhan Sanstha ,Nandurbar,Nandurbar,Maharashtra,21.554798,74.472874,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_556,Chandubhai Somabhai Patel Blood Bank ,Burhanpur,Burhanpur,Madhya Pradesh,21.304,76.224,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_557,Dr. Vivek Pimpalkar Blood Bank,Akola,Akola,Maharashtra,21.106181,77.072925,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_558,Shri Bhausaheb Hire Government Medical College and Hospital Blood Bank,Dhule,Dhule,Maharashtra,20.863814,74.761869,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_559,Navjeevan Medical Relief & Research Society&#39;s Shree Navjeevan Blood Bank and Component Laboratary,Dhule,Dhule,Maharashtra,20.894428,74.759698,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_560,Jeevan Jyoti Blood Bank,Dhule,Dhule,Maharashtra,20.897883,74.775354,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_561,Dhanwantri Blood Bank,Jalgaon,Jalgaon,Maharashtra,21.034297,75.781029,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_562,Civil Hospital Blood Bank,Jalgaon,Jalgaon,Maharashtra,21.00845,75.568216,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_563,Arpan Blood Bank,Dhule,Dhule,Maharashtra,20.904116,74.77767,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_564,LPS Institute of Cardiology,Kanpur,Kanpur Nagar,Uttar Pradesh,26.481154,80.303811,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_565,Bhailal Amin General Hospital Blood Bank,Vadodara,Vadodara,Gujarat,22.325426,73.163239,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_566,Akola Diagnostic Centre Blood Bank and Component Lab,Akola,Akola,Maharashtra,20.70644,77.011207,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_567,Indu Blood Bank Vadodara,Vadodara,Vadodara,Gujarat,22.304204,73.1935,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_568,Navdeep Blood Bank  ,Junagadh,Junagadh,Gujarat,21.520745,70.454426,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_569,Civil Surgeon - District General Hospital Blood Bank,Nandurbar,Nandurbar,Maharashtra,21.33867,74.234768,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_570,District Hospital Blood Bank,Khargone,Khargone,Madhya Pradesh,21.831932,75.628611,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_571,"Indian Red Cross Society (IRCS), Kalol, Gandhinagar",Gandhinagar,Gandhinagar,Gujarat,22.608583,73.459578,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_572,Shree Sardar Smarak Hospital Blood Bank,Surat,Surat,Gujarat,21.130451,73.108096,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_573,Shriram Blood Bank,Akola,Akola,Maharashtra,21.106181,77.072925,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_574,District Hospital,Burhanpur,Burhanpur,Madhya Pradesh,21.204824,76.114212,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_575,"Nathani Voluntary Blood Bank,  Rajkot ",Rajkot,Rajkot,Gujarat,22.2943,70.788614,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_576,SMIMER Hospital Blood Bank,Surat,Surat,Gujarat,21.196246,72.845477,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_577,Shri Jivanprakash Foundation Voluntary Blood Bank,Junagadh,Junagadh,Gujarat,21.520902,70.453799,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_578,Jagruti Charitable Trust Blood Bank Dhoraji,Rajkot,Rajkot,Gujarat,21.731878,70.450128,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_579,Sir T. General Hospital Blood Bank,Bhavnagar,Bhavnagar,Gujarat,21.767673,72.141981,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_580,Smt. Sonalien A. Shah Blood Bank,Bhavnagar,Bhavnagar,Gujarat,22.178967,71.651792,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_581,Jetpur Medical Foundation Trust Blood Bank Jetpur,Rajkot,Rajkot,Gujarat,21.757189,70.622644,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_582,Tulsi Pathology Laboratory and Blood Bank,Bhavnagar,Bhavnagar,Gujarat,21.529208,71.824705,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_583,Rajkot Voluntary Blood Bank and Research Centre,Rajkot,Rajkot,Gujarat,22.287302,70.8003,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_584,General Hospital Blood Bank Porbandar,Porbandar,Porbandar,Gujarat,21.636578,69.628472,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_585,Red Cross Blood Bank Rajkot,Rajkot,Rajkot,Gujarat,22.295381,70.796956,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_586,Indu Voluntary Blood Bank,Anand,Anand,Gujarat,22.596385,72.80717,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_587,New Civil Hospital Blood Bank,Surat,Surat,Gujarat,21.180272,72.821117,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_588,A.D. Gorwala Karamsad Blood Bank  ,Karamsad,Anand,Gujarat,22.539473,72.890433,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_589,General Hospital Blood Bank,Jamnagar,Jamnagar,Gujarat,22.208586,69.651914,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_590,"Lok Samarpan Raktadan Kendra, Surat",Surat,Surat,Gujarat,21.219718,72.910619,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_591,Jamnagar Voluntary Blood Bank,Jamnagar,Jamnagar,Gujarat,22.461884,70.072017,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_592,Lions Club Khambat Blood Bank,Kambhat,Anand,Gujarat,21.520533,70.454461,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_593,General Hospital Blood Bank Junagadh,Junagadh,Junagadh,Gujarat,21.520666,70.459367,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_594,Life Line Charitable Blood Bank,Agra,Agra,Uttar Pradesh,28.33669,79.420104,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_595,Indian Red Cross Society Blood Bank Navsari,Navsari,Navsari,Gujarat,20.949882,72.918373,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_596,Sri Gokulam Hospital Blood Bank,Salem,Salem,Tamil Nadu,11.672702,78.133827,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_597, Surat Health Care Foundation Blood Bank,Surat,Surat,Gujarat,21.195,72.819444,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_598,Indian Red Cross Society Blood Bank,Anand,Anand,Gujarat,22.554608,72.960402,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_599,Indian Red Cross Society Blood Bank Petlad,Petlad,Anand,Gujarat,22.564674,72.96086,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_600,Shree Mahavir Health And Medical Relief Society Blood Bank,Surat,Surat,Gujarat,21.184104,72.813897,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_601,P.D.U. Medical College Blood Bank,Rajkot,Rajkot,Gujarat,22.304595,70.799732,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_602,Surat Raktdan Kendra,Surat,Surat,Gujarat,21.172667,72.829951,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_603,Bhavnagar Blood Bank,Bhavnagar,Bhavnagar,Gujarat,21.76982,72.160378,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_604,Bambhaniya Voluntary Blood Bank,Bhavnagar,Bhavnagar,Gujarat,21.774103,72.143714,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_605,Tata Chemical Limited Blood Bank Mithapur,Jamnagar,Jamnagar,Gujarat,22.205519,69.102536,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_606,Ghanshyam Pathlology Laboratory and Blood Bank,Anand,Anand,Gujarat,22.556549,72.963992,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
official_607,Indian Red Cross Society Blood Bank ,Kapadwanj,Kheda,Gujarat,22.021536,73.0772,Esri India Blood Bank Directory 2017 (MoHFW/data.gov.in),2026-08-19T17:39:10.719610+00:00,2017 (historical; not live availability)
